Individual,Fitness,HealthGain1,HealthGain2,HealthGain3,HealthGain4,HealthGain5,HealthGain6,HealthGain7,HealthGain8,EnemiesBeaten
4846,-60.42335766423358,-100.0,-40.0,-90.0,-80.0,-60.0,-70.0,-30.0,-90.0,0
4847,-26.918124999999968,-70.0,-40.0,-60.0,-70.0,61.600000000000335,-70.0,-10.0,-40.0,1
4848,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
4849,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
4850,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
4851,-42.95598949211906,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
4852,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
4853,-47.61972644376897,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
4854,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
4855,-45.5852279635258,-100.0,-40.0,-80.0,-70.0,42.40000000000029,-90.0,-30.0,-90.0,1
4856,-92.86199999999998,-100.0,-100.0,-100.0,-100.0,-93.59999999999977,-100.0,-100.0,-100.0,0
4857,-65.942,-100.0,-30.0,-90.0,-100.0,10.400000000000091,-90.0,-100.0,-70.0,1
4858,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
4859,-93.00927152317881,-100,-100,-100,-100,-100,-100,-100,-100,0
4860,-23.088387096774156,-70.0,70.0,-90.0,-70.0,64.60000000000034,-80.0,-10.0,-80.0,2
4861,-69.708,-100.0,-70.0,-90.0,-100.0,10.400000000000091,-90.0,-100.0,-70.0,1
4862,-52.6718681318681,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-90.0,31.600000000000264,2
4863,-90.25796812749005,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-90.0,-100.0,0
4864,-80.32899999999997,-100.0,-100.0,-100.0,-60.0,-65.39999999999972,-80.0,-100.0,-100.0,0
4865,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
4866,-93.0225165562914,-100,-100,-100,-100,-100,-100,-100,-100,0
4867,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
4868,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
4869,-90.5887417218543,-100.0,-100.0,-90.0,-100.0,-100.0,-90.0,-100.0,-100.0,0
4870,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
4871,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
4872,-69.83,-100.0,-70.0,-90.0,-100.0,10.400000000000091,-90.0,-100.0,-70.0,1
4873,-88.06089743589743,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,0
4874,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
4875,-65.77999999999999,-100.0,-80.0,-80.0,-70.0,52.00000000000017,-100.0,-100.0,-100.0,1
4876,-42.281999999999975,-60.0,-70.0,-30.0,-90.0,74.80000000000024,-100.0,-100.0,-40.0,1
4877,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
4878,-89.70454545454545,-100,-100,-100,-100,-100,-100,-100,-100,0
4879,-56.73385093167702,-100.0,-40.0,-70.0,-60.0,-20.0,-90.0,-100.0,-30.0,0
4880,-93.09668874172185,-100,-100,-100,-100,-100,-100,-100,-100,0
4881,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
4882,-22.252427983539075,-70.0,72.0,2.0,-70.0,77.20000000000022,-70.0,-100.0,-70.0,3
4883,-85.23399999999995,-100.0,-100.0,-100.0,-100.0,-35.99999999999966,-100.0,-100.0,-100.0,0
4884,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
4885,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
4886,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
4887,-42.318199233716456,-50.0,-70.0,-30.0,-80.0,82.00000000000017,-90.0,-100.0,-70.0,1
4888,-44.821292984869295,-90.0,6.0,-70.0,-90.0,-90.0,-100.0,-20.0,28.600000000000257,2
4889,-30.667575757575726,-70.0,-10.0,14.0,-70.0,54.40000000000032,-70.0,-90.0,-80.0,2
4890,-57.30130217028379,-100.0,-20.0,-70.0,-90.0,-80.0,-90.0,-90.0,29.80000000000026,1
4891,-50.25769230769231,-100.0,38.0,-70.0,-70.0,-80.0,-90.0,-30.0,-80.0,1
4892,-55.26599999999999,-100.0,22.0,-90.0,-100.0,6.800000000000125,-90.0,-100.0,-40.0,2
4893,-38.533766233766215,-50.0,-70.0,-30.0,-80.0,82.00000000000017,-90.0,-100.0,-40.0,1
4894,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
4895,-58.96399999999998,-100.0,14.0,-90.0,-90.0,-64.39999999999975,-100.0,-20.0,-80.0,1
4896,-42.704901185770716,-100.0,-40.0,-90.0,-70.0,62.20000000000034,-90.0,-30.0,-60.0,1
4897,-41.85984802431608,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-50.0,-30.0,-90.0,1
4898,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
4899,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
4900,-85.4090909090909,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,0
4901,-30.056239067055337,-90.0,-20.0,-60.0,-80.0,-40.0,-80.0,20.80000000000024,51.40000000000031,2
4902,-89.17590361445784,-100,-100,-100,-100,-100,-100,-100,-100,0
4903,-83.28227360308286,-100.0,-90.0,-100.0,-90.0,-90.0,-90.0,-90.0,-90.0,0
4904,-72.41499999999998,-100.0,-70.0,-90.0,-100.0,-32.99999999999972,-90.0,-100.0,-50.0,0
4905,-80.36861313868613,-100.0,-70.0,-90.0,-100.0,-100.0,-100.0,-60.0,-100.0,0
4906,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
4907,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
4908,-77.34199999999993,-100.0,-100.0,-100.0,-90.0,-50.999999999999694,-90.0,-100.0,-49.39999999999977,0
4909,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
4910,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
4911,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
4912,-34.996326530612215,-100.0,26.0,-70.0,-90.0,-30.0,-50.0,32.200000000000266,-80.0,2
4913,-69.83,-100.0,-70.0,-90.0,-100.0,10.400000000000091,-90.0,-100.0,-70.0,1
4914,-78.92595419847328,-100.0,-90.0,-90.0,-60.0,-90.0,-90.0,-90.0,-90.0,0
4915,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
4916,-93.00397350993377,-100,-100,-100,-100,-100,-100,-100,-100,0
4917,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
4918,-48.94527472527469,-100.0,28.0,-90.0,-90.0,-90.0,-100.0,-50.0,29.80000000000026,2
4919,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
4920,-16.036564551422266,-70.0,70.0,-90.0,-90.0,64.60000000000034,-70.0,-10.0,7.600000000000232,3
4921,-92.48741721854304,-100,-100,-100,-100,-100,-100,-100,-100,0
4922,-72.77099999999997,-50.0,-90.0,-100.0,-90.0,-43.79999999999968,-90.0,-100.0,-70.0,0
4923,-31.06140504939621,-80.0,-80.0,-70.0,-30.0,68.8000000000003,-40.0,-100.0,35.800000000000274,2
4924,-70.064,-100.0,-70.0,-90.0,-100.0,10.400000000000091,-90.0,-100.0,-70.0,1
4925,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
4926,-41.57107279693485,-50.0,-70.0,-30.0,-80.0,82.00000000000017,-90.0,-100.0,-70.0,1
4927,-66.926,-80.0,-70.0,-90.0,-90.0,22.200000000000074,-100.0,-100.0,-70.0,1
4928,-89.76363636363637,-100,-100,-100,-100,-100,-100,-100,-100,0
4929,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
4930,-36.87237547892718,-50.0,-40.0,-30.0,-80.0,79.6000000000002,-90.0,-90.0,-70.0,1
4931,-49.15142857142854,-100.0,-20.0,-90.0,-70.0,44.200000000000294,-100.0,-60.0,-80.0,1
4932,-93.8945054945055,-100,-100,-100,-100,-100,-100,-100,-100,0
4933,-40.477972027971994,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,55.00000000000032,2
4934,-18.008842729970294,-70.0,70.0,-60.0,-70.0,64.60000000000034,-70.0,-10.0,-80.0,2
4935,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
4936,-19.794733727810616,-70.0,68.0,-70.0,-70.0,64.60000000000034,-70.0,-10.0,-80.0,2
4937,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
4938,-56.809999999999974,-90.0,-40.0,-60.0,-70.0,20.80000000000024,-100.0,-90.0,-80.0,1
4939,-88.48181818181818,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,0
4940,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
4941,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
4942,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
4943,-47.61364741641334,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
4944,-64.08483290488432,-100.0,-40.0,-90.0,-90.0,-60.0,-100.0,-30.0,-90.0,0
4945,-31.844003944773114,-100.0,28.0,-70.0,-90.0,-80.0,-90.0,48.400000000000304,29.80000000000026,3
4946,-41.57107279693485,-50.0,-70.0,-30.0,-80.0,82.00000000000017,-90.0,-100.0,-70.0,1
4947,-42.60986013986011,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
4948,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
4949,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
4950,-41.50855472901167,-40.0,-70.0,-20.0,-80.0,82.00000000000017,-90.0,-100.0,-70.0,1
4951,-25.895764966740522,-100.0,72.0,-70.0,-70.0,2.200000000000234,-70.0,48.400000000000304,-80.0,3
4952,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
4953,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
4954,-41.58639846743293,-50.0,-70.0,-30.0,-80.0,82.00000000000017,-90.0,-100.0,-70.0,1
4955,-37.98099999999995,-90.0,-10.0,-70.0,-90.0,-1.399999999999892,-100.0,-20.0,28.600000000000257,1
4956,-82.52901484480432,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-30.0,-100.0,0
4957,-86.84999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
4958,-32.07628180039136,-60.0,-40.0,-10.0,-60.0,68.2000000000003,-80.0,-80.0,-70.0,1
4959,-93.05165562913908,-100,-100,-100,-100,-100,-100,-100,-100,0
4960,-80.26734539969834,-90.0,-80.0,-100.0,-90.0,-90.0,-100.0,-70.0,-90.0,0
4961,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
4962,-45.980219780219784,-100.0,-10.0,-60.0,-60.0,-30.0,-100.0,0.0,-80.0,0
4963,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
4964,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
4965,-82.22727272727272,-100.0,-90.0,-100.0,-70.0,-100.0,-100.0,-90.0,-90.0,0
4966,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
4967,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
4968,-90.60999999999996,-100.0,-100.0,-100.0,-100.0,-75.59999999999975,-100.0,-100.0,-100.0,0
4969,-93.25118483412322,-100,-100,-100,-100,-100,-100,-100,-100,0
4970,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
4971,-69.794,-100.0,-70.0,-90.0,-100.0,10.400000000000091,-90.0,-100.0,-70.0,1
4972,-47.678882175226555,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
4973,-55.871999999999986,-100.0,-10.0,-90.0,-90.0,1.4000000000001762,-100.0,-20.0,-90.0,1
4974,-69.24399999999996,-30.0,-70.0,-100.0,-90.0,-47.99999999999969,-100.0,-100.0,-70.0,0
4975,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
4976,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
4977,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
4978,-87.9644578313253,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,0
4979,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
4980,-48.7708877284595,-100.0,-30.0,-90.0,-70.0,55.00000000000032,-90.0,-60.0,-90.0,1
4981,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
4982,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
4983,-30.553999999999938,-90.0,6.0,-70.0,-90.0,22.40000000000026,-100.0,-10.0,28.600000000000257,3
4984,-93.91549295774648,-100,-100,-100,-100,-100,-100,-100,-100,0
4985,-43.7715114873035,-50.0,-70.0,-70.0,-90.0,89.8000000000001,-90.0,-70.0,-60.0,1
4986,-89.70454545454545,-100,-100,-100,-100,-100,-100,-100,-100,0
4987,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
4988,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
4989,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
4990,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
4991,-44.501823361823334,-100.0,-30.0,-70.0,-70.0,28.600000000000257,-90.0,-30.0,-90.0,1
4992,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
4993,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
4994,-62.447999999999986,-100.0,-60.0,-70.0,-100.0,-1.9999999999998863,-90.0,-50.0,-70.0,0
4995,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
4996,-91.77207977207978,-100,-100,-100,-100,-100,-100,-100,-100,0
4997,-90.83464566929133,-100,-100,-100,-100,-100,-100,-100,-100,0
4998,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
4999,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
5000,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
5001,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
5002,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
5003,-93.07180851063829,-100,-100,-100,-100,-100,-100,-100,-100,0
5004,-51.34438202247191,-70.0,-30.0,-70.0,-80.0,-60.0,-70.0,-40.0,-70.0,0
5005,-69.518,-100.0,-60.0,-90.0,-100.0,0.40000000000009095,-90.0,-100.0,-70.0,1
5006,-89.6470588235294,-100,-100,-100,-100,-100,-100,-100,-100,0
5007,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
5008,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
5009,-60.63159018143007,-100.0,-80.0,-70.0,-90.0,1.000000000000234,-70.0,-100.0,-30.0,1
5010,-45.98881773399012,-100.0,-40.0,-70.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
5011,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
5012,-30.8975736568457,-80.0,12.0,-70.0,-90.0,4.600000000000234,-100.0,-40.0,51.40000000000031,3
5013,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
5014,-70.621,-100.0,-80.0,-70.0,-100.0,-0.19999999999990337,-90.0,-100.0,-70.0,0
5015,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
5016,-78.01923076923077,-100.0,-70.0,-80.0,-100.0,-90.0,-90.0,-70.0,-70.0,0
5017,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
5018,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
5019,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
5020,-84.65999999999997,-100.0,-100.0,-90.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
5021,-37.71861660079049,-100.0,70.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
5022,-45.79499999999998,-90.0,-10.0,-70.0,-90.0,-1.399999999999892,-100.0,-20.0,-30.0,0
5023,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
5024,-36.52248322147651,-90.0,14.0,-40.0,-60.0,-40.0,-50.0,-20.0,-70.0,1
5025,-88.95781637717121,-100,-100,-100,-100,-100,-100,-100,-100,0
5026,-90.02272727272728,-100,-100,-100,-100,-100,-100,-100,-100,0
5027,-51.420578512396666,-100.0,-40.0,-90.0,-70.0,34.60000000000027,-90.0,-30.0,-90.0,1
5028,-38.89555555555553,-80.0,18.0,-50.0,-40.0,25.60000000000025,-100.0,-80.0,-70.0,2
5029,-41.70735694822886,-50.0,-70.0,-30.0,-80.0,82.00000000000017,-90.0,-100.0,-60.0,1
5030,-93.12847682119205,-100,-100,-100,-100,-100,-100,-100,-100,0
5031,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
5032,-92.71698113207547,-100,-100,-100,-100,-100,-100,-100,-100,0
5033,-89.83636363636364,-100,-100,-100,-100,-100,-100,-100,-100,0
5034,-52.14363636363633,-100.0,-80.0,-90.0,-70.0,32.200000000000266,-90.0,-20.0,-90.0,1
5035,-46.15858407079643,-90.0,-40.0,-70.0,-90.0,70.60000000000028,-60.0,-100.0,-50.0,1
5036,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
5037,-49.2404668304668,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
5038,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
5039,-35.10299999999995,-100.0,20.0,-70.0,-90.0,-7.399999999999835,-100.0,-20.0,29.80000000000026,2
5040,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
5041,-34.07299999999995,-90.0,10.0,-70.0,-90.0,-1.399999999999892,-100.0,-20.0,28.600000000000257,2
5042,-37.994999999999955,-90.0,-10.0,-70.0,-90.0,-1.399999999999892,-100.0,-20.0,28.600000000000257,1
5043,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
5044,-49.65193548387095,-60.0,-90.0,-60.0,-90.0,78.4000000000002,-90.0,-100.0,-60.0,1
5045,-38.60081585081585,-80.0,-10.0,-70.0,-60.0,-50.0,-100.0,-10.0,-10.0,0
5046,-57.04399999999999,-100.0,58.0,-90.0,-100.0,-1.9999999999998863,-100.0,-100.0,-70.0,1
5047,-39.206625766871134,-80.0,-30.0,-80.0,-70.0,51.40000000000031,-80.0,-30.0,-90.0,1
5048,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
5049,-47.72914893617018,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
5050,-86.77199999999996,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
5051,-93.0569536423841,-100,-100,-100,-100,-100,-100,-100,-100,0
5052,-79.2696671709531,-100.0,-70.0,-80.0,-100.0,-70.0,-100.0,-100.0,-70.0,0
5053,-8.157351598173438,-90.0,40.0,-70.0,-50.0,14.200000000000228,-50.0,21.40000000000024,46.0000000000003,4
5054,-93.78385416666667,-100,-100,-100,-100,-100,-100,-100,-100,0
5055,-89.74545454545455,-100,-100,-100,-100,-100,-100,-100,-100,0
5056,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
5057,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
5058,-13.431449275362244,-50.0,-70.0,-30.0,43.00000000000029,82.00000000000017,-60.0,-100.0,41.20000000000029,3
5059,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
5060,-89.38907284768212,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,0
5061,-48.85041450777199,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
5062,-93.1046357615894,-100,-100,-100,-100,-100,-100,-100,-100,0
5063,-89.34399999999997,-100.0,-100.0,-100.0,-100.0,-62.39999999999972,-100.0,-100.0,-100.0,0
5064,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
5065,-37.994999999999955,-90.0,-10.0,-70.0,-90.0,-1.399999999999892,-100.0,-20.0,28.600000000000257,1
5066,-89.76363636363637,-100,-100,-100,-100,-100,-100,-100,-100,0
5067,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
5068,-89.53636363636363,-100,-100,-100,-100,-100,-100,-100,-100,0
5069,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
5070,-90.64242424242424,-100,-100,-100,-100,-100,-100,-100,-100,0
5071,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
5072,-70.96799999999999,-100.0,-50.0,-100.0,-100.0,16.20000000000013,-100.0,-100.0,-70.0,1
5073,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
5074,-52.25099999999998,-90.0,-10.0,-80.0,-90.0,-1.399999999999892,-100.0,-20.0,-70.0,0
5075,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
5076,-85.16597510373444,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-70.0,-100.0,0
5077,-30.74678803641087,-50.0,-70.0,-30.0,-80.0,79.0000000000002,-90.0,-100.0,44.800000000000296,2
5078,-41.57107279693485,-50.0,-70.0,-30.0,-80.0,82.00000000000017,-90.0,-100.0,-70.0,1
5079,-86.24999999999996,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
5080,-41.00671328671326,-100.0,28.0,-60.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
5081,-32.244489795918334,-70.0,-50.0,-50.0,-60.0,65.80000000000032,-70.0,-20.0,-80.0,1
5082,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
5083,-87.21899999999997,-100.0,-100.0,-100.0,-100.0,-43.79999999999968,-100.0,-100.0,-100.0,0
5084,-89.23636363636363,-100,-100,-100,-100,-100,-100,-100,-100,0
5085,-69.97247706422019,-100.0,-50.0,-80.0,-100.0,-20.0,-90.0,-100.0,-70.0,0
5086,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
5087,-91.84139072847682,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,0
5088,-45.15399999999999,-90.0,-10.0,-70.0,-90.0,4.400000000000148,-100.0,-20.0,-30.0,1
5089,-27.5873913043478,-100.0,70.0,-70.0,-70.0,-90.0,-40.0,-20.0,29.80000000000026,2
5090,-41.63237547892719,-50.0,-70.0,-30.0,-80.0,82.00000000000017,-90.0,-100.0,-70.0,1
5091,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
5092,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
5093,-41.87107279693485,-50.0,-70.0,-30.0,-80.0,79.0000000000002,-90.0,-100.0,-70.0,1
5094,-89.69090909090909,-100,-100,-100,-100,-100,-100,-100,-100,0
5095,-83.74090909090908,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,0
5096,-89.65,-100,-100,-100,-100,-100,-100,-100,-100,0
5097,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
5098,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
5099,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
5100,-86.17199999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
5101,-85.95199999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
5102,-37.90099999999996,-90.0,-10.0,-70.0,-90.0,-1.399999999999892,-100.0,-20.0,30.40000000000026,1
5103,-77.24033333333324,-100.0,-100.0,-90.0,-82.39999999999976,-43.199999999999676,-100.0,-100.0,-71.39999999999975,0
5104,-91.01343570057581,-100,-100,-100,-100,-100,-100,-100,-100,0
5105,-85.9388560157791,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,0
5106,-59.35017889087656,-100.0,20.0,-90.0,-90.0,-80.0,-100.0,-20.0,-90.0,1
5107,-57.02073732718894,-100.0,-40.0,-60.0,-80.0,-60.0,-90.0,-20.0,-90.0,0
5108,-70.30288461538461,-100.0,-90.0,-100.0,-70.0,-80.0,-90.0,-30.0,-90.0,0
5109,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
5110,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
5111,-52.77015915119363,-100.0,2.0,-70.0,-80.0,-50.0,-100.0,-30.0,-80.0,1
5112,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
5113,-36.918755186721945,-50.0,-70.0,-60.0,29.80000000000026,79.0000000000002,-90.0,-100.0,-70.0,2
5114,-88.78599999999996,-100.0,-100.0,-100.0,-100.0,-57.59999999999971,-100.0,-100.0,-100.0,0
5115,-41.3010752688172,-100.0,70.0,-70.0,-90.0,-50.0,-80.0,-10.0,-80.0,1
5116,-67.71666666666667,-100.0,-60.0,-80.0,-80.0,-90.0,-90.0,-30.0,-90.0,0
5117,-42.171055900621084,-90.0,6.0,-60.0,-90.0,-80.0,-100.0,-20.0,28.600000000000257,2
5118,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
5119,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
5120,-88.46818181818182,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,0
5121,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
5122,-69.83,-100.0,-70.0,-90.0,-100.0,10.400000000000091,-90.0,-100.0,-70.0,1
